"Notes"	"Census Division"	"Census Division Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Aug., 2014"	"2014/08"	161	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Sep., 2014"	"2014/09"	138	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Oct., 2014"	"2014/10"	138	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Nov., 2014"	"2014/11"	149	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Dec., 2014"	"2014/12"	145	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jan., 2015"	"2015/01"	165	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Feb., 2015"	"2015/02"	139	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Mar., 2015"	"2015/03"	192	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Apr., 2015"	"2015/04"	144	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"May, 2015"	"2015/05"	165	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jun., 2015"	"2015/06"	166	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jul., 2015"	"2015/07"	165	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Aug., 2015"	"2015/08"	175	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Sep., 2015"	"2015/09"	161	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Oct., 2015"	"2015/10"	163	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Nov., 2015"	"2015/11"	134	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Dec., 2015"	"2015/12"	145	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jan., 2016"	"2016/01"	160	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Feb., 2016"	"2016/02"	178	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Mar., 2016"	"2016/03"	189	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Apr., 2016"	"2016/04"	176	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"May, 2016"	"2016/05"	167	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jun., 2016"	"2016/06"	171	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jul., 2016"	"2016/07"	184	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Aug., 2016"	"2016/08"	186	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Sep., 2016"	"2016/09"	160	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Oct., 2016"	"2016/10"	186	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Nov., 2016"	"2016/11"	160	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Dec., 2016"	"2016/12"	174	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jan., 2017"	"2017/01"	209	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Feb., 2017"	"2017/02"	185	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Mar., 2017"	"2017/03"	179	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Apr., 2017"	"2017/04"	193	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"May, 2017"	"2017/05"	194	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jun., 2017"	"2017/06"	210	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jul., 2017"	"2017/07"	210	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Aug., 2017"	"2017/08"	183	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Sep., 2017"	"2017/09"	182	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Oct., 2017"	"2017/10"	171	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Nov., 2017"	"2017/11"	212	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Dec., 2017"	"2017/12"	228	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"			8111	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"					12678	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jan., 2014"	"2014/01"	98	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Feb., 2014"	"2014/02"	111	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Mar., 2014"	"2014/03"	115	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Apr., 2014"	"2014/04"	72	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"May, 2014"	"2014/05"	111	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jun., 2014"	"2014/06"	86	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jul., 2014"	"2014/07"	99	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Aug., 2014"	"2014/08"	90	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Sep., 2014"	"2014/09"	101	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Oct., 2014"	"2014/10"	81	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Nov., 2014"	"2014/11"	104	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Dec., 2014"	"2014/12"	100	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jan., 2015"	"2015/01"	104	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Feb., 2015"	"2015/02"	84	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Mar., 2015"	"2015/03"	93	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Apr., 2015"	"2015/04"	114	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"May, 2015"	"2015/05"	93	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jun., 2015"	"2015/06"	93	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jul., 2015"	"2015/07"	97	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Aug., 2015"	"2015/08"	104	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Sep., 2015"	"2015/09"	86	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Oct., 2015"	"2015/10"	105	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Nov., 2015"	"2015/11"	121	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Dec., 2015"	"2015/12"	118	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jan., 2016"	"2016/01"	112	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Feb., 2016"	"2016/02"	95	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Mar., 2016"	"2016/03"	136	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Apr., 2016"	"2016/04"	102	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"May, 2016"	"2016/05"	85	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jun., 2016"	"2016/06"	92	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jul., 2016"	"2016/07"	117	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Aug., 2016"	"2016/08"	111	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Sep., 2016"	"2016/09"	93	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Oct., 2016"	"2016/10"	107	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Nov., 2016"	"2016/11"	92	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Dec., 2016"	"2016/12"	89	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jan., 2017"	"2017/01"	110	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Feb., 2017"	"2017/02"	88	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Mar., 2017"	"2017/03"	120	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Apr., 2017"	"2017/04"	111	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"May, 2017"	"2017/05"	110	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jun., 2017"	"2017/06"	124	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Jul., 2017"	"2017/07"	117	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Aug., 2017"	"2017/08"	107	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Sep., 2017"	"2017/09"	90	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Oct., 2017"	"2017/10"	118	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Nov., 2017"	"2017/11"	115	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"	"Dec., 2017"	"2017/12"	110	Not Applicable	Not Applicable
"Total"	"Division 8: Mountain"	"CENS-D8"	"Female"	"F"			4931	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jan., 2014"	"2014/01"	133	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Feb., 2014"	"2014/02"	136	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Mar., 2014"	"2014/03"	137	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Apr., 2014"	"2014/04"	156	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"May, 2014"	"2014/05"	155	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jun., 2014"	"2014/06"	140	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jul., 2014"	"2014/07"	150	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Aug., 2014"	"2014/08"	134	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Sep., 2014"	"2014/09"	168	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Oct., 2014"	"2014/10"	120	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Nov., 2014"	"2014/11"	170	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Dec., 2014"	"2014/12"	157	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jan., 2015"	"2015/01"	137	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Feb., 2015"	"2015/02"	121	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Mar., 2015"	"2015/03"	147	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Apr., 2015"	"2015/04"	138	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"May, 2015"	"2015/05"	151	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jun., 2015"	"2015/06"	164	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jul., 2015"	"2015/07"	134	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Aug., 2015"	"2015/08"	163	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Sep., 2015"	"2015/09"	158	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Oct., 2015"	"2015/10"	153	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Nov., 2015"	"2015/11"	147	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Dec., 2015"	"2015/12"	149	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jan., 2016"	"2016/01"	160	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Feb., 2016"	"2016/02"	180	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Mar., 2016"	"2016/03"	176	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Apr., 2016"	"2016/04"	161	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"May, 2016"	"2016/05"	182	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jun., 2016"	"2016/06"	178	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jul., 2016"	"2016/07"	201	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Aug., 2016"	"2016/08"	173	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Sep., 2016"	"2016/09"	136	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Oct., 2016"	"2016/10"	157	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Nov., 2016"	"2016/11"	178	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Dec., 2016"	"2016/12"	143	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jan., 2017"	"2017/01"	198	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Feb., 2017"	"2017/02"	168	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Mar., 2017"	"2017/03"	191	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Apr., 2017"	"2017/04"	171	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"May, 2017"	"2017/05"	172	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jun., 2017"	"2017/06"	188	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Jul., 2017"	"2017/07"	194	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Aug., 2017"	"2017/08"	183	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Sep., 2017"	"2017/09"	165	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Oct., 2017"	"2017/10"	174	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Nov., 2017"	"2017/11"	178	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"	"Dec., 2017"	"2017/12"	166	Not Applicable	Not Applicable
"Total"	"Division 8: Mountain"	"CENS-D8"	"Male"	"M"			7691	Not Applicable	Not Applicable
"Total"	"Division 8: Mountain"	"CENS-D8"					12622	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jan., 2014"	"2014/01"	115	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Feb., 2014"	"2014/02"	118	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Mar., 2014"	"2014/03"	132	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Apr., 2014"	"2014/04"	117	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"May, 2014"	"2014/05"	124	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jun., 2014"	"2014/06"	117	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jul., 2014"	"2014/07"	126	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Aug., 2014"	"2014/08"	107	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Sep., 2014"	"2014/09"	124	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Oct., 2014"	"2014/10"	116	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Nov., 2014"	"2014/11"	124	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Dec., 2014"	"2014/12"	121	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jan., 2015"	"2015/01"	128	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Feb., 2015"	"2015/02"	136	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Mar., 2015"	"2015/03"	128	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Apr., 2015"	"2015/04"	117	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"May, 2015"	"2015/05"	143	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jun., 2015"	"2015/06"	115	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jul., 2015"	"2015/07"	120	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Aug., 2015"	"2015/08"	131	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Sep., 2015"	"2015/09"	117	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Oct., 2015"	"2015/10"	118	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Nov., 2015"	"2015/11"	112	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Dec., 2015"	"2015/12"	99	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jan., 2016"	"2016/01"	140	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Feb., 2016"	"2016/02"	129	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Mar., 2016"	"2016/03"	125	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Apr., 2016"	"2016/04"	153	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"May, 2016"	"2016/05"	128	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jun., 2016"	"2016/06"	131	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jul., 2016"	"2016/07"	116	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Aug., 2016"	"2016/08"	99	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Sep., 2016"	"2016/09"	118	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Oct., 2016"	"2016/10"	108	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Nov., 2016"	"2016/11"	98	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Dec., 2016"	"2016/12"	129	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jan., 2017"	"2017/01"	142	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Feb., 2017"	"2017/02"	102	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Mar., 2017"	"2017/03"	157	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Apr., 2017"	"2017/04"	130	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"May, 2017"	"2017/05"	125	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jun., 2017"	"2017/06"	107	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Jul., 2017"	"2017/07"	131	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Aug., 2017"	"2017/08"	125	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Sep., 2017"	"2017/09"	113	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Oct., 2017"	"2017/10"	132	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Nov., 2017"	"2017/11"	116	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"	"Dec., 2017"	"2017/12"	122	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"	"Female"	"F"			5881	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jan., 2014"	"2014/01"	226	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Feb., 2014"	"2014/02"	182	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Mar., 2014"	"2014/03"	219	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Apr., 2014"	"2014/04"	201	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"May, 2014"	"2014/05"	226	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jun., 2014"	"2014/06"	226	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jul., 2014"	"2014/07"	233	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Aug., 2014"	"2014/08"	187	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Sep., 2014"	"2014/09"	176	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Oct., 2014"	"2014/10"	213	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Nov., 2014"	"2014/11"	215	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Dec., 2014"	"2014/12"	212	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jan., 2015"	"2015/01"	235	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Feb., 2015"	"2015/02"	212	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Mar., 2015"	"2015/03"	223	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Apr., 2015"	"2015/04"	209	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"May, 2015"	"2015/05"	219	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jun., 2015"	"2015/06"	219	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jul., 2015"	"2015/07"	200	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Aug., 2015"	"2015/08"	225	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Sep., 2015"	"2015/09"	220	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Oct., 2015"	"2015/10"	215	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Nov., 2015"	"2015/11"	208	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Dec., 2015"	"2015/12"	197	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jan., 2016"	"2016/01"	225	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Feb., 2016"	"2016/02"	220	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Mar., 2016"	"2016/03"	265	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Apr., 2016"	"2016/04"	236	Not Applicable	Not Applicable
