"Notes"	"HHS Region"	"HHS Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jul., 2014"	"2014/07"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Aug., 2014"	"2014/08"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Sep., 2014"	"2014/09"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Oct., 2014"	"2014/10"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Nov., 2014"	"2014/11"	31	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Dec., 2014"	"2014/12"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jan., 2015"	"2015/01"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Feb., 2015"	"2015/02"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Mar., 2015"	"2015/03"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Apr., 2015"	"2015/04"	30	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"May, 2015"	"2015/05"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jun., 2015"	"2015/06"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jul., 2015"	"2015/07"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Aug., 2015"	"2015/08"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Sep., 2015"	"2015/09"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Oct., 2015"	"2015/10"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Nov., 2015"	"2015/11"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Dec., 2015"	"2015/12"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jan., 2016"	"2016/01"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Feb., 2016"	"2016/02"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Mar., 2016"	"2016/03"	37	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Apr., 2016"	"2016/04"	31	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"May, 2016"	"2016/05"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jun., 2016"	"2016/06"	31	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jul., 2016"	"2016/07"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Aug., 2016"	"2016/08"	27	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Sep., 2016"	"2016/09"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Oct., 2016"	"2016/10"	29	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Nov., 2016"	"2016/11"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Dec., 2016"	"2016/12"	30	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jan., 2017"	"2017/01"	34	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Feb., 2017"	"2017/02"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Mar., 2017"	"2017/03"	15	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Apr., 2017"	"2017/04"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"May, 2017"	"2017/05"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jun., 2017"	"2017/06"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Jul., 2017"	"2017/07"	29	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Aug., 2017"	"2017/08"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Sep., 2017"	"2017/09"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Oct., 2017"	"2017/10"	30	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Nov., 2017"	"2017/11"	29	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"35-44 years"	"35-44"	"Dec., 2017"	"2017/12"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jan., 2014"	"2014/01"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Feb., 2014"	"2014/02"	36	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Mar., 2014"	"2014/03"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Apr., 2014"	"2014/04"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"May, 2014"	"2014/05"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jun., 2014"	"2014/06"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jul., 2014"	"2014/07"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Aug., 2014"	"2014/08"	27	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Sep., 2014"	"2014/09"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Oct., 2014"	"2014/10"	16	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Nov., 2014"	"2014/11"	32	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Dec., 2014"	"2014/12"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jan., 2015"	"2015/01"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Feb., 2015"	"2015/02"	17	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Mar., 2015"	"2015/03"	16	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Apr., 2015"	"2015/04"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"May, 2015"	"2015/05"	16	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jun., 2015"	"2015/06"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jul., 2015"	"2015/07"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Aug., 2015"	"2015/08"	17	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Sep., 2015"	"2015/09"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Oct., 2015"	"2015/10"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Nov., 2015"	"2015/11"	16	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Dec., 2015"	"2015/12"	33	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jan., 2016"	"2016/01"	29	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Feb., 2016"	"2016/02"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Mar., 2016"	"2016/03"	32	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Apr., 2016"	"2016/04"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"May, 2016"	"2016/05"	16	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jun., 2016"	"2016/06"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jul., 2016"	"2016/07"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Aug., 2016"	"2016/08"	22	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Oct., 2016"	"2016/10"	16	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Nov., 2016"	"2016/11"	29	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Dec., 2016"	"2016/12"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jan., 2017"	"2017/01"	22	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Feb., 2017"	"2017/02"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Mar., 2017"	"2017/03"	15	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Apr., 2017"	"2017/04"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"May, 2017"	"2017/05"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jun., 2017"	"2017/06"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Jul., 2017"	"2017/07"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Aug., 2017"	"2017/08"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Sep., 2017"	"2017/09"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Oct., 2017"	"2017/10"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Nov., 2017"	"2017/11"	28	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"45-54 years"	"45-54"	"Dec., 2017"	"2017/12"	11	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Feb., 2014"	"2014/02"	14	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Mar., 2014"	"2014/03"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Apr., 2014"	"2014/04"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"May, 2014"	"2014/05"	22	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jun., 2014"	"2014/06"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jul., 2014"	"2014/07"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Aug., 2014"	"2014/08"	12	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Sep., 2014"	"2014/09"	14	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Oct., 2014"	"2014/10"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Nov., 2014"	"2014/11"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Dec., 2014"	"2014/12"	28	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jan., 2015"	"2015/01"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Feb., 2015"	"2015/02"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Mar., 2015"	"2015/03"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Apr., 2015"	"2015/04"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"May, 2015"	"2015/05"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jun., 2015"	"2015/06"	14	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jul., 2015"	"2015/07"	12	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Aug., 2015"	"2015/08"	22	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Sep., 2015"	"2015/09"	15	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Oct., 2015"	"2015/10"	11	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Nov., 2015"	"2015/11"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Dec., 2015"	"2015/12"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jan., 2016"	"2016/01"	26	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Feb., 2016"	"2016/02"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Mar., 2016"	"2016/03"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Apr., 2016"	"2016/04"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"May, 2016"	"2016/05"	25	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jun., 2016"	"2016/06"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jul., 2016"	"2016/07"	21	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Aug., 2016"	"2016/08"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Sep., 2016"	"2016/09"	12	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Oct., 2016"	"2016/10"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Nov., 2016"	"2016/11"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jan., 2017"	"2017/01"	30	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Feb., 2017"	"2017/02"	14	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Mar., 2017"	"2017/03"	24	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Apr., 2017"	"2017/04"	22	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"May, 2017"	"2017/05"	13	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jun., 2017"	"2017/06"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Jul., 2017"	"2017/07"	20	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Aug., 2017"	"2017/08"	23	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Sep., 2017"	"2017/09"	19	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Oct., 2017"	"2017/10"	22	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Nov., 2017"	"2017/11"	27	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"55-64 years"	"55-64"	"Dec., 2017"	"2017/12"	18	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"65-74 years"	"65-74"	"Apr., 2017"	"2017/04"	10	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"65-74 years"	"65-74"	"Jun., 2017"	"2017/06"	11	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"65-74 years"	"65-74"	"Nov., 2017"	"2017/11"	10	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Jan., 2014"	"2014/01"	30	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Feb., 2014"	"2014/02"	21	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Mar., 2014"	"2014/03"	31	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Apr., 2014"	"2014/04"	19	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"May, 2014"	"2014/05"	29	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Jun., 2014"	"2014/06"	29	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Jul., 2014"	"2014/07"	26	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Aug., 2014"	"2014/08"	21	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Sep., 2014"	"2014/09"	22	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Oct., 2014"	"2014/10"	18	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Nov., 2014"	"2014/11"	29	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Dec., 2014"	"2014/12"	28	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Jan., 2015"	"2015/01"	25	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Feb., 2015"	"2015/02"	21	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Mar., 2015"	"2015/03"	33	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Apr., 2015"	"2015/04"	34	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"May, 2015"	"2015/05"	27	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Jun., 2015"	"2015/06"	28	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Jul., 2015"	"2015/07"	24	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Aug., 2015"	"2015/08"	38	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Sep., 2015"	"2015/09"	28	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Oct., 2015"	"2015/10"	27	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Nov., 2015"	"2015/11"	28	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Dec., 2015"	"2015/12"	21	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Jan., 2016"	"2016/01"	23	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Feb., 2016"	"2016/02"	36	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Mar., 2016"	"2016/03"	41	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"Apr., 2016"	"2016/04"	43	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"15-24 years"	"15-24"	"May, 2016"	"2016/05"	33	Not Applicable	Not Applicable
