"Notes"	"HHS Region"	"HHS Region Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Mar., 2014"	"2014/03"	175	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Apr., 2014"	"2014/04"	154	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"May, 2014"	"2014/05"	160	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jun., 2014"	"2014/06"	188	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jul., 2014"	"2014/07"	148	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Aug., 2014"	"2014/08"	181	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Sep., 2014"	"2014/09"	164	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Oct., 2014"	"2014/10"	158	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Nov., 2014"	"2014/11"	176	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Dec., 2014"	"2014/12"	169	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jan., 2015"	"2015/01"	197	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Feb., 2015"	"2015/02"	156	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Mar., 2015"	"2015/03"	217	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Apr., 2015"	"2015/04"	161	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"May, 2015"	"2015/05"	188	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jun., 2015"	"2015/06"	193	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jul., 2015"	"2015/07"	191	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Aug., 2015"	"2015/08"	196	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Sep., 2015"	"2015/09"	183	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Oct., 2015"	"2015/10"	189	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Nov., 2015"	"2015/11"	147	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Dec., 2015"	"2015/12"	161	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jan., 2016"	"2016/01"	179	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Feb., 2016"	"2016/02"	205	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Mar., 2016"	"2016/03"	215	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Apr., 2016"	"2016/04"	196	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"May, 2016"	"2016/05"	191	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jun., 2016"	"2016/06"	187	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jul., 2016"	"2016/07"	208	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Aug., 2016"	"2016/08"	211	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Sep., 2016"	"2016/09"	181	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Oct., 2016"	"2016/10"	204	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Nov., 2016"	"2016/11"	183	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Dec., 2016"	"2016/12"	193	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jan., 2017"	"2017/01"	235	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Feb., 2017"	"2017/02"	205	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Mar., 2017"	"2017/03"	214	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Apr., 2017"	"2017/04"	212	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"May, 2017"	"2017/05"	214	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jun., 2017"	"2017/06"	226	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Jul., 2017"	"2017/07"	237	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Aug., 2017"	"2017/08"	204	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Sep., 2017"	"2017/09"	196	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Oct., 2017"	"2017/10"	192	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Nov., 2017"	"2017/11"	230	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"	"Dec., 2017"	"2017/12"	253	Not Applicable	Not Applicable
"Total"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Male"	"M"			9182	Not Applicable	Not Applicable
"Total"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"					14359	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jan., 2014"	"2014/01"	47	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Feb., 2014"	"2014/02"	48	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Mar., 2014"	"2014/03"	47	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Apr., 2014"	"2014/04"	46	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"May, 2014"	"2014/05"	44	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jun., 2014"	"2014/06"	31	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jul., 2014"	"2014/07"	37	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Aug., 2014"	"2014/08"	40	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Sep., 2014"	"2014/09"	31	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Oct., 2014"	"2014/10"	30	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Nov., 2014"	"2014/11"	41	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Dec., 2014"	"2014/12"	37	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jan., 2015"	"2015/01"	46	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Feb., 2015"	"2015/02"	49	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Mar., 2015"	"2015/03"	42	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Apr., 2015"	"2015/04"	42	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"May, 2015"	"2015/05"	47	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jun., 2015"	"2015/06"	42	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jul., 2015"	"2015/07"	36	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Aug., 2015"	"2015/08"	31	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Sep., 2015"	"2015/09"	43	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Oct., 2015"	"2015/10"	38	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Nov., 2015"	"2015/11"	38	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Dec., 2015"	"2015/12"	33	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jan., 2016"	"2016/01"	43	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Feb., 2016"	"2016/02"	47	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Mar., 2016"	"2016/03"	31	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Apr., 2016"	"2016/04"	43	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"May, 2016"	"2016/05"	47	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jun., 2016"	"2016/06"	40	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jul., 2016"	"2016/07"	43	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Aug., 2016"	"2016/08"	52	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Sep., 2016"	"2016/09"	41	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Oct., 2016"	"2016/10"	45	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Nov., 2016"	"2016/11"	41	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Dec., 2016"	"2016/12"	54	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jan., 2017"	"2017/01"	50	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Feb., 2017"	"2017/02"	43	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Mar., 2017"	"2017/03"	58	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Apr., 2017"	"2017/04"	51	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"May, 2017"	"2017/05"	46	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jun., 2017"	"2017/06"	44	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Jul., 2017"	"2017/07"	46	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Aug., 2017"	"2017/08"	37	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Sep., 2017"	"2017/09"	41	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Oct., 2017"	"2017/10"	60	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Nov., 2017"	"2017/11"	42	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"	"Dec., 2017"	"2017/12"	47	Not Applicable	Not Applicable
"Total"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Female"	"F"			2058	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jan., 2014"	"2014/01"	63	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Feb., 2014"	"2014/02"	63	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Mar., 2014"	"2014/03"	57	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Apr., 2014"	"2014/04"	71	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"May, 2014"	"2014/05"	72	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jun., 2014"	"2014/06"	55	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jul., 2014"	"2014/07"	63	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Aug., 2014"	"2014/08"	73	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Sep., 2014"	"2014/09"	63	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Oct., 2014"	"2014/10"	70	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Nov., 2014"	"2014/11"	48	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Dec., 2014"	"2014/12"	76	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jan., 2015"	"2015/01"	67	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Feb., 2015"	"2015/02"	64	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Mar., 2015"	"2015/03"	62	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Apr., 2015"	"2015/04"	64	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"May, 2015"	"2015/05"	80	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jun., 2015"	"2015/06"	60	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jul., 2015"	"2015/07"	61	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Aug., 2015"	"2015/08"	65	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Sep., 2015"	"2015/09"	61	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Oct., 2015"	"2015/10"	53	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Nov., 2015"	"2015/11"	67	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Dec., 2015"	"2015/12"	68	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jan., 2016"	"2016/01"	78	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Feb., 2016"	"2016/02"	82	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Mar., 2016"	"2016/03"	77	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Apr., 2016"	"2016/04"	87	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"May, 2016"	"2016/05"	73	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jun., 2016"	"2016/06"	68	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jul., 2016"	"2016/07"	77	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Aug., 2016"	"2016/08"	72	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Sep., 2016"	"2016/09"	93	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Oct., 2016"	"2016/10"	82	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Nov., 2016"	"2016/11"	97	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Dec., 2016"	"2016/12"	102	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jan., 2017"	"2017/01"	104	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Feb., 2017"	"2017/02"	83	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Mar., 2017"	"2017/03"	93	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Apr., 2017"	"2017/04"	66	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"May, 2017"	"2017/05"	87	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jun., 2017"	"2017/06"	76	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Jul., 2017"	"2017/07"	82	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Aug., 2017"	"2017/08"	87	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Sep., 2017"	"2017/09"	98	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Oct., 2017"	"2017/10"	91	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Nov., 2017"	"2017/11"	87	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"	"Dec., 2017"	"2017/12"	80	Not Applicable	Not Applicable
"Total"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Male"	"M"			3568	Not Applicable	Not Applicable
"Total"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"					5626	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jan., 2014"	"2014/01"	44	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Feb., 2014"	"2014/02"	48	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Mar., 2014"	"2014/03"	50	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Apr., 2014"	"2014/04"	32	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"May, 2014"	"2014/05"	44	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jun., 2014"	"2014/06"	45	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jul., 2014"	"2014/07"	41	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Aug., 2014"	"2014/08"	38	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Sep., 2014"	"2014/09"	40	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Oct., 2014"	"2014/10"	39	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Nov., 2014"	"2014/11"	56	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Dec., 2014"	"2014/12"	47	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jan., 2015"	"2015/01"	48	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Feb., 2015"	"2015/02"	39	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Mar., 2015"	"2015/03"	43	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Apr., 2015"	"2015/04"	51	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"May, 2015"	"2015/05"	32	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jun., 2015"	"2015/06"	41	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jul., 2015"	"2015/07"	36	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Aug., 2015"	"2015/08"	38	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Sep., 2015"	"2015/09"	39	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Oct., 2015"	"2015/10"	45	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Nov., 2015"	"2015/11"	47	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Dec., 2015"	"2015/12"	61	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jan., 2016"	"2016/01"	54	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Feb., 2016"	"2016/02"	40	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Mar., 2016"	"2016/03"	54	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Apr., 2016"	"2016/04"	57	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"May, 2016"	"2016/05"	38	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jun., 2016"	"2016/06"	40	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jul., 2016"	"2016/07"	46	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Aug., 2016"	"2016/08"	50	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Sep., 2016"	"2016/09"	40	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Oct., 2016"	"2016/10"	45	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Nov., 2016"	"2016/11"	47	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Dec., 2016"	"2016/12"	48	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jan., 2017"	"2017/01"	57	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Feb., 2017"	"2017/02"	36	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Mar., 2017"	"2017/03"	49	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Apr., 2017"	"2017/04"	50	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"May, 2017"	"2017/05"	40	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jun., 2017"	"2017/06"	57	Not Applicable	Not Applicable
