"Notes"	"Census Division"	"Census Division Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Sep., 2016"	"2016/09"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Oct., 2016"	"2016/10"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Nov., 2016"	"2016/11"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Dec., 2016"	"2016/12"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Jan., 2017"	"2017/01"	26	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Feb., 2017"	"2017/02"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Mar., 2017"	"2017/03"	34	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Apr., 2017"	"2017/04"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"May, 2017"	"2017/05"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Jun., 2017"	"2017/06"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Jul., 2017"	"2017/07"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Aug., 2017"	"2017/08"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Sep., 2017"	"2017/09"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Oct., 2017"	"2017/10"	34	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Nov., 2017"	"2017/11"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"45-49 years"	"45-49"	"Dec., 2017"	"2017/12"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jan., 2014"	"2014/01"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Feb., 2014"	"2014/02"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Mar., 2014"	"2014/03"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Apr., 2014"	"2014/04"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"May, 2014"	"2014/05"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jun., 2014"	"2014/06"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jul., 2014"	"2014/07"	36	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Aug., 2014"	"2014/08"	30	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Sep., 2014"	"2014/09"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Oct., 2014"	"2014/10"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Nov., 2014"	"2014/11"	30	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Dec., 2014"	"2014/12"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jan., 2015"	"2015/01"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Feb., 2015"	"2015/02"	22	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Mar., 2015"	"2015/03"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Apr., 2015"	"2015/04"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"May, 2015"	"2015/05"	34	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jun., 2015"	"2015/06"	41	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jul., 2015"	"2015/07"	24	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Aug., 2015"	"2015/08"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Sep., 2015"	"2015/09"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Oct., 2015"	"2015/10"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Nov., 2015"	"2015/11"	34	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Dec., 2015"	"2015/12"	35	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jan., 2016"	"2016/01"	36	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Feb., 2016"	"2016/02"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Mar., 2016"	"2016/03"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Apr., 2016"	"2016/04"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"May, 2016"	"2016/05"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jun., 2016"	"2016/06"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jul., 2016"	"2016/07"	36	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Aug., 2016"	"2016/08"	17	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Sep., 2016"	"2016/09"	22	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Nov., 2016"	"2016/11"	26	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Dec., 2016"	"2016/12"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jan., 2017"	"2017/01"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Feb., 2017"	"2017/02"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Mar., 2017"	"2017/03"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Apr., 2017"	"2017/04"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"May, 2017"	"2017/05"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jun., 2017"	"2017/06"	30	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Jul., 2017"	"2017/07"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Aug., 2017"	"2017/08"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Sep., 2017"	"2017/09"	24	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Oct., 2017"	"2017/10"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Nov., 2017"	"2017/11"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"50-54 years"	"50-54"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jan., 2014"	"2014/01"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Feb., 2014"	"2014/02"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Mar., 2014"	"2014/03"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Apr., 2014"	"2014/04"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"May, 2014"	"2014/05"	36	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jun., 2014"	"2014/06"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jul., 2014"	"2014/07"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Aug., 2014"	"2014/08"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Sep., 2014"	"2014/09"	30	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Oct., 2014"	"2014/10"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Nov., 2014"	"2014/11"	30	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Dec., 2014"	"2014/12"	24	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jan., 2015"	"2015/01"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Feb., 2015"	"2015/02"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Mar., 2015"	"2015/03"	35	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Apr., 2015"	"2015/04"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"May, 2015"	"2015/05"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jun., 2015"	"2015/06"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jul., 2015"	"2015/07"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Aug., 2015"	"2015/08"	34	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Sep., 2015"	"2015/09"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Oct., 2015"	"2015/10"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Nov., 2015"	"2015/11"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Dec., 2015"	"2015/12"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jan., 2016"	"2016/01"	37	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Feb., 2016"	"2016/02"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Mar., 2016"	"2016/03"	34	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Apr., 2016"	"2016/04"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"May, 2016"	"2016/05"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jun., 2016"	"2016/06"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jul., 2016"	"2016/07"	45	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Aug., 2016"	"2016/08"	32	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Sep., 2016"	"2016/09"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Oct., 2016"	"2016/10"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Nov., 2016"	"2016/11"	24	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Dec., 2016"	"2016/12"	14	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jan., 2017"	"2017/01"	36	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Feb., 2017"	"2017/02"	30	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Mar., 2017"	"2017/03"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Apr., 2017"	"2017/04"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"May, 2017"	"2017/05"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jun., 2017"	"2017/06"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Jul., 2017"	"2017/07"	43	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Aug., 2017"	"2017/08"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Sep., 2017"	"2017/09"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Oct., 2017"	"2017/10"	27	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Nov., 2017"	"2017/11"	28	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"55-59 years"	"55-59"	"Dec., 2017"	"2017/12"	33	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jan., 2014"	"2014/01"	17	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Feb., 2014"	"2014/02"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Mar., 2014"	"2014/03"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Apr., 2014"	"2014/04"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"May, 2014"	"2014/05"	18	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jun., 2014"	"2014/06"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jul., 2014"	"2014/07"	24	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Sep., 2014"	"2014/09"	17	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Nov., 2014"	"2014/11"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Dec., 2014"	"2014/12"	26	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jan., 2015"	"2015/01"	14	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Feb., 2015"	"2015/02"	18	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Mar., 2015"	"2015/03"	22	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Apr., 2015"	"2015/04"	16	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"May, 2015"	"2015/05"	18	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jun., 2015"	"2015/06"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jul., 2015"	"2015/07"	16	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Aug., 2015"	"2015/08"	22	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Sep., 2015"	"2015/09"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Oct., 2015"	"2015/10"	15	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Nov., 2015"	"2015/11"	24	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Dec., 2015"	"2015/12"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jan., 2016"	"2016/01"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Feb., 2016"	"2016/02"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Mar., 2016"	"2016/03"	24	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Apr., 2016"	"2016/04"	22	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"May, 2016"	"2016/05"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jun., 2016"	"2016/06"	22	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jul., 2016"	"2016/07"	25	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Aug., 2016"	"2016/08"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Sep., 2016"	"2016/09"	12	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Oct., 2016"	"2016/10"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Nov., 2016"	"2016/11"	21	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Dec., 2016"	"2016/12"	22	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jan., 2017"	"2017/01"	29	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Feb., 2017"	"2017/02"	13	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Mar., 2017"	"2017/03"	23	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Apr., 2017"	"2017/04"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"May, 2017"	"2017/05"	18	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jun., 2017"	"2017/06"	26	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Jul., 2017"	"2017/07"	31	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Aug., 2017"	"2017/08"	26	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Sep., 2017"	"2017/09"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Oct., 2017"	"2017/10"	26	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Nov., 2017"	"2017/11"	26	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"60-64 years "	"60-64"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Mar., 2014"	"2014/03"	20	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"May, 2014"	"2014/05"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Jan., 2015"	"2015/01"	12	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Feb., 2015"	"2015/02"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Aug., 2015"	"2015/08"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Dec., 2015"	"2015/12"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Jan., 2017"	"2017/01"	14	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Feb., 2017"	"2017/02"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Mar., 2017"	"2017/03"	13	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Apr., 2017"	"2017/04"	13	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Jun., 2017"	"2017/06"	15	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Jul., 2017"	"2017/07"	11	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Sep., 2017"	"2017/09"	14	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Oct., 2017"	"2017/10"	12	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Nov., 2017"	"2017/11"	12	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"65-69 years"	"65-69"	"Dec., 2017"	"2017/12"	12	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"15-19 years"	"15-19"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jan., 2014"	"2014/01"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Feb., 2014"	"2014/02"	16	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Mar., 2014"	"2014/03"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Apr., 2014"	"2014/04"	20	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"May, 2014"	"2014/05"	19	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jun., 2014"	"2014/06"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jul., 2014"	"2014/07"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Aug., 2014"	"2014/08"	14	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Sep., 2014"	"2014/09"	18	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Oct., 2014"	"2014/10"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Nov., 2014"	"2014/11"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Dec., 2014"	"2014/12"	19	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jan., 2015"	"2015/01"	20	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Feb., 2015"	"2015/02"	22	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Mar., 2015"	"2015/03"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Apr., 2015"	"2015/04"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"May, 2015"	"2015/05"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jun., 2015"	"2015/06"	17	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jul., 2015"	"2015/07"	17	Not Applicable	Not Applicable
